COURSE,TOPICS,SUBTOPIC,SCREENCAST TITLE,DESCRIPTION,DURATION,YouTube VIDEO ID,YouTube PLAYLIST ID (optional),URL
Chemistry,Chemical Reactions,Chemical Kinetics,Rate of First Order Reaction,"Given the amount of reactant A reacting in 100 s for a first-order reaction, determine the number of molecules remaining at 300 s.",,47SgFaL4a7c,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=47SgFaL4a7c&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Kinetics,Rates of Reaction,Determine how the rate of reaction for a reactant relates to the rate of reaction for a product.,,PR25HRqZjvQ,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=PR25HRqZjvQ&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Kinetics,Reaction Mechanism,Determine the expected order of reaction given a reaction mechanism for a chemical reaction.,,qqU8o55xnBM,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=qqU8o55xnBM&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Kinetics,Reaction Order from Initial Rate Data,"Given initial rate data, determine the order of the reaction for one of the reactants.",,bZN6BEPydN8,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=bZN6BEPydN8&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Kinetics,Reaction Rate Law,Determines the reaction rate law from initial rate data for a liquid-phase reaction.,,3EunldjE-yA,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=3EunldjE-yA&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Kinetics,Temperature Dependence on Rate Constant,"Given the rate constant at one temperature and the activation energy for a reaction, determine the temperature where the rate constant has a higher value.",,WHyDzKhyPog,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=WHyDzKhyPog&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Equilibrium,Calculating the Percent Yield of a Reaction,Demonstrates how to use the percent yield in order to determine the amount of theoretical reagents needed in a reaction.,,RPNQO87i9Vg,,https://www.youtube.com/watch?v=RPNQO87i9Vg
Chemistry,Chemical Reactions,Chemical Equilibrium,Chemical equilibrium and LeChatelier's principle,"Uses an interactive Mathematica simulation to demonstrate the behavior for gas-phase equilibrium for ammmonia formation from nitrogen and hydrogen. Demonstrates the behavior as change temperature or pressure or as add H2, H2, or NH3.",,b6FFfON_3YM,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=b6FFfON_3YM&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Equilibrium,Equilibrium Concentrations,Calculates the equilibrium concentrations for an isomerization reaction given the starting concentrations of reactants and products.,,-RDRYZqxrfs,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=-RDRYZqxrfs&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Equilibrium,Equilibrium Constant from Concentration,Calculates the equilibrium constant given information about the initial number of moles of reactant and the equilibrium concentration of product.,,Xz3Ghn5RS1Y,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=Xz3Ghn5RS1Y&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Equilibrium,Equilibrium Constant from Concentration 2,Calculates the value of the equilibrium constant (Kc) from concentration as a function of time for a reaction that goes to equilibrium.,,_LRvR2k-lec,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=_LRvR2k-lec&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Chemical Equilibrium,Finding the Reaction Equilibrium Using le Chatlier's Principle,Demonstrates how to use Le Chatlier's principle to determine the equilibrium of a reaction at various conditions.,,r_KN2LX0PVM,,https://www.youtube.com/watch?v=r_KN2LX0PVM
Chemistry,Chemical Reactions,Chemical Equilibrium,LeChatelier's principle does not always work,Presents an example where LeChatelier's principle predicts the wrong direction for the equilibrium shift. The reaction is N2 + 3 H2 --> NH3 The number of moles at equilibrium are calculated using an interactive Mathematica simulation.,,RmfHz7ZZzm8,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=RmfHz7ZZzm8&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Balance an Equation,Balance an equation,,a0Gvh_JvJgY,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=a0Gvh_JvJgY&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Calculate Amount of Reactant Needed,Calculate the amount of CO needed to react with a given mass of Fe2O3,,zNP0-2w6qrs,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=zNP0-2w6qrs&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Calculate Concentration,"Calculate the final volume when dilute a solution of NaOH, given the initial volume and molar concentration and final molar concentration.",,nvjoBkH8_qQ,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=nvjoBkH8_qQ&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Calculate Mass of Product Formed,"Given the masses of two reactants, determine how many grams of one of the products form and identify the reactant in excess.",,ujiOf5UAWiQ,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=ujiOf5UAWiQ&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Create Diluted Solution,How much water must to added to a HCL solution to create a solution with lower molarity?,,MybrJJdx_Gw,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=MybrJJdx_Gw&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Empirical Formula from Combustion Analysis,"Given the mass of CO2 and H2O formed, and the initial mass of an unknown compound, determine its empirical formula.",,aonEmARxw8M,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=aonEmARxw8M&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Empirical Formula from Combustion Analysis 2,"Given the mass of CO2 and H2O formed, and the initial mass of an unknown compound, determine its empirical formula.",,tbMfvgu191Y,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=tbMfvgu191Y&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Mass Composition from Molar Composition,"Given the masses of two reactants, determine how many grams of one of the products form and identify the reactant in excess.",,S4Jzn4Iyc6k,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=S4Jzn4Iyc6k&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Reaction Stoichiometry (Interactive),MCQ: Determine amount of a product formed based on reactant information.,,s7AYHkMbFNs,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=s7AYHkMbFNs&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Stoichiometry,Using the Ideal Gas Law to Determine the Limiting Reagent,Uses the ideal gas law to determine the limiting reactant to find the final pressure of a system.,,M9eXTG11mIY,,https://www.youtube.com/watch?v=M9eXTG11mIY
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Acid Dissociation Constant,Calculates the acid dissociation constant given the pH for a starting concentration of formic acid.,,GhdDP6xe9eo,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=GhdDP6xe9eo&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Balance Redox Reaction: Acidic Solution,Balance an oxidation/reduction reaction in acidic solution using the half-reaction method,,EE8fjXiX-Lc,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=EE8fjXiX-Lc&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Balance Redox Reaction: Acidic Solution 2,"Balance an oxidation/reduction reaction in acidic solution using the half-reaction method. For this reaction, iodine is both oxidized and reduced.",,94T84t8Xjzw,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=94T84t8Xjzw&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Balance Redox Reaction: Basic Solution,Balance an oxidation/reduction reaction in basic solution using the half-reaction method.,,bCQt0rVJe8c,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=bCQt0rVJe8c&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Bronsted-Lowry Acids,Shows how to determine the Bronsted-Lowry acid and its conjugate base in a reaction.,,wrIwQrBb25M,,https://www.youtube.com/watch?v=wrIwQrBb25M
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Hydrogen Ion and Hydroxide Ion Concentrations,Calculates the hydroxide ion concentration and the pH given the hydrogen ion concentration.,,GqU2-CTCE8g,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=GqU2-CTCE8g&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Molar Solubility of a Salt,"Determines the solubility of a salt in the presence of NaCl in solution, using the solubility product constant.",,jcPbN00Hft4,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=jcPbN00Hft4&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Oxidation Number,Determine the oxidation number of an element in an ion.,,OT9SxW8lsBg,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=OT9SxW8lsBg&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Oxidation Number 2,Determine the oxidation number of an element in an ion.,,-K-2f0g2wro,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=-K-2f0g2wro&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Oxidizing and Reducing Agents,Identify which species is the oxidizing agent and which is the reducing agent,,142KSemCU0k,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=142KSemCU0k&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,pH of a Strong Electrolyte,Calculates the pH of a Ba(OH)2 solution.,,5BD3PxNbIt8,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=5BD3PxNbIt8&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,pH of a Weak Acid,Calculates the pH of an acetic acid solution given the acid ionization constant.,,jpkFUZ0Y5hY,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=jpkFUZ0Y5hY&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,pH of Buffer Solution,Calculates the pH of a buffer solution when a salt and an ammonia solution are added to water to make a 1-liter solution.,,TmVcI2GNTcM,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=TmVcI2GNTcM&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,pH of Dilute Solution,Calculate the pH of a HCl solution after the solution is diluted by adding water.,,trGR7nK4hP0,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=trGR7nK4hP0&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,pH of NH3 Solution,Calculates the pH when an ammonium salt solution and a NH3 solution are mixed.,,nUV_8aWAl5U,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=nUV_8aWAl5U&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Precipitation Reaction (Spectator Ions),"Given two compounds that dissolve in water and form a solid precipitate, identify the spectator ions.",,R6wwIsYCR6c,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=R6wwIsYCR6c&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Titrate Base with Acid,Calculate the volume of H2SO4 needed to titrate a given volume of NaOH solution,,h-RIXX9UnfM,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=h-RIXX9UnfM&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Reactions in Aqueous Solutions,Titration,Calculate the volume of acid needed to titrate a given volume of base.,,OZv2qi1NoPc,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=OZv2qi1NoPc&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Bond Dissociation Energy Example,Calculate the unknown bond dissociation energy given the heat of reaction and bond dissociation energies.,,1cqCcNWkCvc,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=1cqCcNWkCvc&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Changes in Enthalpy and Internal Energy,"Use the first law and the definition of enthalpy to calculate the change in internal energy and the change in enthalpy, given heat is added to a system and the volume change occurs at constant pressure.",,W0zUnmr9r4U,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=W0zUnmr9r4U&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Enthalpies of Formation,Uses enthalpies of formation to determine the heat of reaction.,,wsYTKO3YHEA,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=wsYTKO3YHEA&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Enthalpy and internal energy changes,Determine for which reactions the change in internal energy is greater than the change in enthalpy.,,p_mmzNtqidI,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=p_mmzNtqidI&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Heat Absorbed During a Reaction,Calculate the amount of heat added to a system in which 45 g of carbon reacts in an endothermic reaction.,,D3Vh4eVN87M,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=D3Vh4eVN87M&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Heat and Work for an Exothermic Reaction,"Determine the signs of heat and work when an exothermic, gas-phase reaction takes place in a constant pressure piston/cylinder arrangement.",,rdyc_Zh1CGI,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=rdyc_Zh1CGI&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Heat From Latent and Sensible Heat,Explains the difference between latent and sensible heat and demonstrates how to calculate the total heat required to convert steam to ice at specified temperatures.,,85YLu2fmW2U,,https://www.youtube.com/watch?v=85YLu2fmW2U
Chemistry,Chemical Reactions,Thermochemistry,Heat of Reaction Example,"When Li solid is added to water, the temperature increases. Determine the heat of this reaction",,gYZroO3mAlw,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=gYZroO3mAlw&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Heat of Reaction from a Calorimeter,Calculate the heat of reaction for the acid-base reaction given the temperature change measured in a calorimeter when an acid and a base are mixed.,,CWHIwJp76y0,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=CWHIwJp76y0&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Heat of Reaction from Bond Dissociation Energy,Use the bond dissociation energies to calculate the heat of reaction for the oxidaiton of H2 to make H2O2,,12BbE7xxj3A,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=12BbE7xxj3A&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Heat of Reaction: Hess' Law,Determine the heat of reaction for one reaction using the heats of reaction of two other reactions using Hess' law.,,e5J8oNMFRtE,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=e5J8oNMFRtE&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,Heat of Reaction: Hess' Law 2,"Given heats of reaction for several reactions, use Hess's law to calculate the heat of reaction for another reaction.",,gohO4DlpqQE,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=gohO4DlpqQE&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Chemical Reactions,Thermochemistry,"Signs of Gibbs Energy, Enthalpy, and Entropy","Shows how to use Gibbs Free Energy, Enthalpy, and Entropy to understand an endothermic reaction.",,zHPlcXAcx6k,,https://www.youtube.com/watch?v=zHPlcXAcx6k
Chemistry,Chemical Reactions,Thermochemistry,Thermodynamic Variables,"Determine the signs of delta G, delta H, and delta S when a gas spontaneously forms a solid.",,DndA9hZwjyc,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=DndA9hZwjyc&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Physical Chemistry,Physical Chemistry,Derivation of the Free Particle Equation in One Direction,Derives the Schrodinger wave equation for a free particle in the x-direction.,,-jlK_8MfcyI,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=-jlK_8MfcyI&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Physical Chemistry,Physical Chemistry,Relationship Between Arrhenius Activation Energy and Transition State Theory (Eyring Equation),Introduces how activation energy can be computed from enthalpy change of the transition state.,,va03koo4bEE,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=va03koo4bEE&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Physical Chemistry,Physical Chemistry,Thermodynamic Interpretation of Transition State Theory: The Eyring Equation,Introduces how rate constants can be calculated from thermodynamic properties of transition states.,,zZ7yN4mvvsc,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=zZ7yN4mvvsc&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Chemistry,Physical Chemistry,Physical Chemistry,Three Intermolecular Potential Models (Simulation),Describes how to use an interactive simulation that shows intermolecular potentials versus distance for two molecules (A and B) and a potential for their interaction (A-B). The simulation is located at: https://demonstrations.wolfram.com/ThreeIntermolecularPotentialModels/,,yYddSFKUp0w,PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS,https://www.youtube.com/watch?v=yYddSFKUp0w&list=PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Engineering Computing,Excel,Basics,An Alternate to Excel's VLOOKUP For Searches in Tables,Combines the INDEX and MATCH function in Excel to look up values in a table.,,gr3YXBcHvd8,,https://www.youtube.com/watch?v=gr3YXBcHvd8
Engineering Computing,Excel,Basics,An Introduction to Excel's Built-in Functions,Explains various built-in functions in Microsoft Excel as well as the various types of arguments for these built-in functions.,,3iQe_iGS6hw,,https://www.youtube.com/watch?v=3iQe_iGS6hw
Engineering Computing,Excel,Basics,Data Tables in Excel,Explains how to use data tables in Excel 2010 when only one variable is changing.,,PVBXpzZcR1Q,PL587E12CFE1977F08,https://www.youtube.com/watch?v=PVBXpzZcR1Q&list=PL587E12CFE1977F08
Engineering Computing,Excel,Basics,Data Tables in Excel: Two Dependent Variables,Explains how to use data tables in Excel 2010 when two variables are changing.,,bHiTdSWap88,PL587E12CFE1977F08,https://www.youtube.com/watch?v=bHiTdSWap88&list=PL587E12CFE1977F08
